title,city,country,apartment_type,district,guests,bedrooms,beds,baths,amenities,price,rating,reviews,is_superhost,listing_url,image_url
Comfortable room Earlsfield close 2 Central London,London,United Kingdom,Private room,Earlsfield,2,2,2,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",31,4.57,7,FALSE,https://www.airbnb.com/rooms/46875473?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=9ae8b250-08ac-4ccc-85f3-7ab0739101db,https://a0.muscache.com/im/pictures/c6870ca6-afc5-4988-8d37-56a071f24892.jpg?im_w=720
The Terrace Soho gardens,London,United Kingdom,Entire serviced apartment,The West End,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",118,,,FALSE,https://www.airbnb.com/rooms/47828503?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=9ae8b250-08ac-4ccc-85f3-7ab0739101db,https://a0.muscache.com/im/pictures/2aa22326-1980-493c-b541-a457bb27c9f7.jpg?im_w=720
"Luxury 1 bed Apartment , Huge garden with Hot tub",London,United Kingdom,Entire house,LB of Merton,4,1,1,1.5 baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",367,4.83,47,FALSE,https://www.airbnb.com/rooms/33927608?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=9ae8b250-08ac-4ccc-85f3-7ab0739101db,https://a0.muscache.com/im/pictures/e19ec08f-c8db-455a-8028-0515e86076bb.jpg?im_w=720
Old Street Single room in lovely flat,London,United Kingdom,Private room,LB of Islington,1,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",49,4.82,231,FALSE,https://www.airbnb.com/rooms/12140520?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=9ae8b250-08ac-4ccc-85f3-7ab0739101db,https://a0.muscache.com/im/pictures/778c595b-081f-4158-b1e6-8f5136f94974.jpg?im_w=720
Charming Double bedroom with Elegant Garden,London,United Kingdom,Private room,LB of Camden,2,1,1,1 private bath,"['Wifi', 'Heating']",58,4.39,169,FALSE,https://www.airbnb.com/rooms/21721662?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=9ae8b250-08ac-4ccc-85f3-7ab0739101db,https://a0.muscache.com/im/pictures/fac65319-4025-4318-8df6-064531f01288.jpg?im_w=720
"Canal-View Loft, Angel Islington Old St Shoreditch",London,United Kingdom,Entire loft,LB of Hackney,4,1,1,1 bath,"['Kitchen', 'Washer']",143,,,FALSE,https://www.airbnb.com/rooms/49333015?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=9ae8b250-08ac-4ccc-85f3-7ab0739101db,https://a0.muscache.com/im/pictures/985ee6e3-2abd-4b3e-9c44-280668049bdd.jpg?im_w=720
Clean and Spacious Room Close To Central London,London,United Kingdom,Private room,LB of Hackney,1,Studio,1,1.5 shared baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",41,4.9,21,FALSE,https://www.airbnb.com/rooms/38123440?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=9ae8b250-08ac-4ccc-85f3-7ab0739101db,https://a0.muscache.com/im/pictures/7f9e8c9f-4eba-4c03-a00e-ea938924ec9c.jpg?im_w=720
Beautiful double room in the heart of Shoreditch,London,United Kingdom,Private room,LB of Hackney,2,1,1,1.5 shared baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",58,4.72,18,FALSE,https://www.airbnb.com/rooms/45153729?adults=1&children=0&infants=0&check_in=2021-06-18&check_out=2021-06-20&previous_page_section_name=1000&federated_search_id=9ae8b250-08ac-4ccc-85f3-7ab0739101db,https://a0.muscache.com/im/pictures/8a3818a1-939b-439c-abb6-e9e8f91f1963.jpg?im_w=720
Newly furnished Soho apartment,London,United Kingdom,Entire apartment,The West End,2,1,1,1 bath,"['Wifi', 'Heating']",111,4.55,20,FALSE,https://www.airbnb.com/rooms/47833268?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=9ae8b250-08ac-4ccc-85f3-7ab0739101db,https://a0.muscache.com/im/pictures/ca8f1f7d-5904-405b-9540-ae2fe886fb9c.jpg?im_w=720
Modern Deluxe Room with Amazing view of London,London,United Kingdom,Private room,LB of Croydon,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",58,4.69,26,TRUE,https://www.airbnb.com/rooms/42453143?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=9ae8b250-08ac-4ccc-85f3-7ab0739101db,https://a0.muscache.com/im/pictures/7cca702a-adff-4b7f-8d59-711e0fa880f2.jpg?im_w=720
Burgess Park (Southwark) Beautiful Apartment,London,United Kingdom,Private room,Camberwell,2,1,1,1.5 shared baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",54,,,FALSE,https://www.airbnb.com/rooms/49107176?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/7d9726d9-e068-4702-8703-a9a278e7c123.jpg?im_w=720
4-Star Mercure Hotel Kensington London,London,United Kingdom,Hotel room,RB of Kensington and Chelsea,2,1,1,1 private bath,"['Wifi', 'Heating']",58,3.8,10,FALSE,https://www.airbnb.com/rooms/45340117?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/c5ba9a4c-351d-4371-91e1-b3760a9de5ac.jpg?im_w=720
Great private room -sleeps 2 -Westminster QUick links central,London,United Kingdom,Private room,Westminster,2,1,1,0 baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",58,,,FALSE,https://www.airbnb.com/rooms/49221713?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/prohost-api/Hosting-49221713/original/103fbfd2-f9ac-4d4e-a876-a806897ee1f1.jpeg?im_w=720
Victoria and Buckingham Palace Apartment,London,United Kingdom,Entire condominium,Belgravia,6,2,2,1.5 baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",143,4.58,12,FALSE,https://www.airbnb.com/rooms/47508689?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/90ceee56-15d2-4e06-b2b0-e1c2133f517f.jpg?im_w=720
One Bedroom Flat 2min walk from the Station,London,United Kingdom,Entire apartment,LB of Haringey,3,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",69,4.37,41,FALSE,https://www.airbnb.com/rooms/17664905?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/814c8de2-5617-4133-adc4-6a0c1cfc052f.jpg?im_w=720
"Central London, Ensuite Superior Double Room",London,United Kingdom,Hotel room,Westminster,2,1,1,1 private bath,"['Wifi', 'Kitchen', 'Heating']",83,,,FALSE,https://www.airbnb.com/rooms/49391773?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/63198e55-897c-4549-884f-9c2d48739b9a.jpg?im_w=720
LUXURY 2BDR APARTMENT IN CHELSEA/FULHAM,London,United Kingdom,Entire apartment,Fulham,2,1,1,2 baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",144,,,FALSE,https://www.airbnb.com/rooms/49129049?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/ce6964d1-807f-42a5-9f42-f398f1427b61.jpg?im_w=720
Private Executive Studio with Kitchenette,London,United Kingdom,Room,serviced apartment,2,1,1,1 private bath,"['Wifi', 'Kitchen', 'Heating']",172,4.88,24,TRUE,https://www.airbnb.com/rooms/46962797?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/miso/Hosting-46368632/original/88c130ed-be17-4b38-a4b5-4d43fe89ea8d.jpeg?im_w=720
1 BEDROOM FLAT- ALL TO YOUR SELF,London,United Kingdom,Entire apartment,LB of Hammersmith & Fulham,2,1,0,1.5 baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",87,4.75,4,FALSE,https://www.airbnb.com/rooms/43020100?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/778a089e-8f34-46d3-9fd5-9395b666f080.jpg?im_w=720
ZONE 1- Well Located Big Room.,London,United Kingdom,Private room,LB of Southwark,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",74,,,FALSE,https://www.airbnb.com/rooms/46828683?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/a50fcc4a-4ab3-4de9-9a33-4c39f79c6c22.jpg?im_w=720
Homely Spacious Flat,London,United Kingdom,Private room,Earls Court,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",65,5,3,FALSE,https://www.airbnb.com/rooms/44266789?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/03340e2f-8db2-4739-be42-ec2ae9558f22.jpg?im_w=720
Hygge Flat 5 mins from Nunhead Station,London,United Kingdom,Entire apartment,New Cross,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",75,,,FALSE,https://www.airbnb.com/rooms/48373899?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/57d06ab6-5f00-4e1f-b204-3e200bc2dfef.jpg?im_w=720
"NOX HOTELS | Kensington, Double Apartment",London,United Kingdom,Room,aparthotel,2,1,1,1 private bath,"['Wifi', 'Kitchen', 'Heating']",50,4.55,20,FALSE,https://www.airbnb.com/rooms/44585797?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/miso/Hosting-44399104/original/4a39d778-51c9-4b0f-baa9-444ed0b5de8a.jpeg?im_w=720
Single Room,London,United Kingdom,Private room,Stockwell,1,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",34,4.78,223,TRUE,https://www.airbnb.com/rooms/22584269?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/b381660d-1a18-480e-8346-dd7569fb95ac.jpg?im_w=720
Cheap Double Bedroom in Central London.,London,United Kingdom,Private room,City of Westminster,2,1,1,1.5 shared baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",51,4.84,164,TRUE,https://www.airbnb.com/rooms/18163814?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/b796c5b6-3a58-4ab5-b2a0-133ac8b92c95.jpg?im_w=720
Spacious flat with balcony right by Clapham Common,London,United Kingdom,Entire apartment,Battersea,4,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",117,,,FALSE,https://www.airbnb.com/rooms/49023047?adults=1&children=0&infants=0&check_in=2021-06-11&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/miso/Hosting-49023047/original/1cc28ca8-7aea-4ff3-b6d0-3859926a6f76.jpeg?im_w=720
Boutique Soho Apartment 1 Luxury,London,United Kingdom,Entire apartment,The West End,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",258,5,4,FALSE,https://www.airbnb.com/rooms/47087305?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/a33c7ffd-68d3-496a-9f4b-88b8acf485a0.jpg?im_w=720
Historic gem by Great Ormond Street Hospital,London,United Kingdom,Private room,LB of Camden,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",71,4.88,51,TRUE,https://www.airbnb.com/rooms/35153367?adults=1&children=0&infants=0&check_in=2021-06-25&check_out=2021-06-27&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/45ea4327-adab-4284-8c92-bc4d0fdd834f.jpg?im_w=720
Fantastic 1 bed flat in Ladbroke Grove.,London,United Kingdom,Entire apartment,RB of Kensington and Chelsea,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",92,4.57,49,FALSE,https://www.airbnb.com/rooms/24222751?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/9ff68dfb-2251-482b-9adb-0e9c9893eb80.jpg?im_w=720
Single Bed in 22-Bed Dorm,London,United Kingdom,Hotel room,LB of Lambeth,16,1,1,1 bath,['Wifi'],16,,,FALSE,https://www.airbnb.com/rooms/41813519?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=7804dd27-ccb7-4110-85e8-8050701424d6,https://a0.muscache.com/im/pictures/fde5ccb2-162e-4cbb-a976-2ae979387b69.jpg?im_w=720
Exec Double Room with free Wi-Fi and breakfast,London,United Kingdom,Room,boutique hotel,2,1,1,1 private bath,"['Wifi', 'Heating']",106,,,FALSE,https://www.airbnb.com/rooms/49070755?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/2cf1b992-8a60-4a98-ad25-db6eadcb77ba.jpg?im_w=720
(Room 3) Cosy Twin room in Euston & Kings Cross,London,United Kingdom,Private room,LB of Camden,2,1,2,2 shared baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",54,4.63,82,FALSE,https://www.airbnb.com/rooms/34386459?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/ead1f13e-a7cc-460b-b04e-22aa067450f1.jpg?im_w=720
"Thames View Apartment - Barnes, London",London,United Kingdom,Entire apartment,LB of Richmond upon Thames,4,Studio,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",111,4.69,36,TRUE,https://www.airbnb.com/rooms/40221002?adults=1&children=0&infants=0&check_in=2021-06-18&check_out=2021-06-20&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/095e27da-545d-4515-b349-2edc2cf9021f.jpg?im_w=720
Locke at Broken Wharf Micro Studio,London,United Kingdom,Entire apartment,City of London,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",106,4.84,285,TRUE,https://www.airbnb.com/rooms/42081759?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/miso/Hosting-42081759/original/962a7861-d459-4e1d-854c-44027ac03977.jpeg?im_w=720
Small Single Bedroom near Euston Station (16),London,United Kingdom,Private room,LB of Camden,1,1,1,2 shared baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",35,4.28,50,FALSE,https://www.airbnb.com/rooms/41796984?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/724790de-f0fe-4020-91d4-9a5e4ed0d70a.jpg?im_w=720
Unique Notting Hill Studio,London,United Kingdom,Entire apartment,RB of Kensington and Chelsea,1,Studio,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",88,4.51,180,FALSE,https://www.airbnb.com/rooms/14923158?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/0bbf533f-e445-4282-b63b-13e69506ea73.jpg?im_w=720
SPACIOUS STUDIO FLAT WITH GOOD TRANSPORT LINKS,London,United Kingdom,Entire apartment,LB of Waltham Forest,2,Studio,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",67,4.82,78,TRUE,https://www.airbnb.com/rooms/19794986?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/504108ba-e83f-43eb-a81f-e1d013b7ca6a.jpg?im_w=720
Boutique Hotel Luxury Mercure Hyde Park 4-Star,London,United Kingdom,Room,boutique hotel,2,1,1,1 private bath,"['Wifi', 'Heating']",102,4.33,3,FALSE,https://www.airbnb.com/rooms/45281906?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/0aaf8d12-7c16-4247-bb1c-d290daa2e651.jpg?im_w=720
202 double room shower Soho comfy,London,United Kingdom,Private room,The West End,2,1,0,1 private bath,"['Wifi', 'Washer', 'Heating']",74,4.46,261,FALSE,https://www.airbnb.com/rooms/438421?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/f55b43b1-1b2b-477e-bf6b-21f330084a07.jpg?im_w=720
"Amazing Ensuite Room with Balcony, near the Wharf",London,United Kingdom,Private room,Bromley-by-Bow,2,1,1,1 private bath,"['Wifi', 'Washer', 'Heating']",54,,,TRUE,https://www.airbnb.com/rooms/49352595?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/75d3dd06-773b-4fd1-b923-5b428c1891c8.jpg?im_w=720
🌞 Sunlit 🌞 Bedroom 20 Mins to Central London ☕️,London,United Kingdom,Private room,LB of Bromley,2,1,1,1 private bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",42,4.97,119,TRUE,https://www.airbnb.com/rooms/14437751?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/b7e5e897-3595-4aec-9e87-0835f8d27780.jpg?im_w=720
"Self-contained studio and garden, Muswell Hill",London,United Kingdom,Entire guest suite,LB of Haringey,2,Studio,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",135,5,30,TRUE,https://www.airbnb.com/rooms/34993640?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/2839800a-33ac-406f-a7ef-1b6e1fa2b93e.jpg?im_w=720
"Private Double Room, central London!",London,United Kingdom,Private room,Battersea,2,1,2,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",55,4.51,95,FALSE,https://www.airbnb.com/rooms/19852221?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/6290d2c9-c5b3-4d67-b474-6a7a4ed05760.jpg?im_w=720
Beautiful and new self contained studio,London,United Kingdom,Entire serviced apartment,LB of Barnet,2,1,1,1.5 baths,"['Wifi', 'Kitchen', 'Heating']",41,,,FALSE,https://www.airbnb.com/rooms/49087513?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/ac27f49c-7131-4598-a88a-e39453c58be4.jpg?im_w=720
"Studio Flat Farringdon, Clerkenwell, Holborn 405",London,United Kingdom,Entire apartment,LB of Camden,1,1,1,1 bath,"['Hosted by a business', 'Wifi', 'Kitchen', 'Washer']",101,,,FALSE,https://www.airbnb.com/rooms/49220748?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/3a2cfe22-8bae-4372-81bf-0bc7c3636c46.jpg?im_w=720
HB3-4 Double Room in the Heart of Brick Lane,London,United Kingdom,Private room,Whitechapel/Brick Lane,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",45,,,FALSE,https://www.airbnb.com/rooms/45706701?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/602eed97-75b7-413f-904b-3d34be78e80e.jpg?im_w=720
(Room E) Euston Station Small Comfy Double Bedroom,London,United Kingdom,Private room,LB of Camden,2,1,1,2 baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",44,5,3,FALSE,https://www.airbnb.com/rooms/48323690?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/11e646e4-8cd3-4db7-914e-280aa435822c.jpg?im_w=720
Cosy Double Bedroom in Euston Square (2),London,United Kingdom,Private room,LB of Camden,2,1,1,2 shared baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",49,4.41,127,FALSE,https://www.airbnb.com/rooms/27028145?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/375d49a7-51f4-48ff-a0e6-4ab6770bdbf9.jpg?im_w=720
Blythe Vale Studio with private garden + entrance,London,United Kingdom,Entire guesthouse,LB of Lewisham,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",87,4.98,65,TRUE,https://www.airbnb.com/rooms/17133788?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/48c579b2-5282-475f-98b2-2bd7308ecc32.jpg?im_w=720
"LUXURY/HUGE! 3 BEDR/4BEDS/2,5 BATH COVENT GARDEN!",London,United Kingdom,Entire apartment,The West End,8,3,4,2.5 baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",261,5,5,TRUE,https://www.airbnb.com/rooms/36703711?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=c7b5fc04-cae6-4326-9666-4219cfaf12a4,https://a0.muscache.com/im/pictures/03ee1ce7-bcf6-4d6c-b676-1a07ecaba157.jpg?im_w=720
Qbic Hotel,London,United Kingdom,Hotel room,Whitechapel/Brick Lane,2,1,1,1 bath,['Wifi'],68,4.73,22,FALSE,https://www.airbnb.com/rooms/25534519?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/1ace5734-9890-4b3b-993f-d3e717fb7dd6.jpg?im_w=720
Quintessentially Notting Hill Studio,London,United Kingdom,Entire apartment,RB of Kensington and Chelsea,2,Studio,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",107,4.41,269,FALSE,https://www.airbnb.com/rooms/14629728?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/6a055b71-913f-4300-be6f-28770b230e09.jpg?im_w=720
HB4-3 Double Room in the Heart of Brick Lane,London,United Kingdom,Private room,Whitechapel/Brick Lane,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",45,4.35,99,FALSE,https://www.airbnb.com/rooms/21136749?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/71195e3c-fd5d-446a-934c-3594e7ff56ed.jpg?im_w=720
Stylish self-contained studio in London Fields,London,United Kingdom,Private room,LB of Hackney,2,1,1,1.5 baths,"['Wifi', 'Kitchen', 'Heating']",129,4.65,63,FALSE,https://www.airbnb.com/rooms/25898868?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/171bed75-24e4-4ba8-9f35-66c0027faea3.jpg?im_w=720
Bedroom with en suite shower. Room 3,London,United Kingdom,Private room,LB of Ealing,2,1,1,1 private bath,"['Wifi', 'Heating']",41,4.85,123,TRUE,https://www.airbnb.com/rooms/36048769?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/e558084e-fb5a-45ec-84e5-e3f60264ff25.jpg?im_w=720
Delightful Notting Hill Studio,London,United Kingdom,Entire apartment,RB of Kensington and Chelsea,2,Studio,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",110,4.39,267,FALSE,https://www.airbnb.com/rooms/14287120?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/de9ba1b3-55ea-4e73-8923-5928aefb8a7c.jpg?im_w=720
